@relation avro_trainingSet8.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
24,48,24.0,24,0,0.0,0,48,24.0,24,48,24.0,24,2,0,1,NO
25,56,18.666666666666668,28,3,1.0,3,59,19.666666666666668,28,59,19.666666666666668,28,3,0,1,NO
339,726,60.5,300,87,7.25,32,813,67.75,300,647,53.916666666666664,300,12,0,1,YES
725,1412,94.13333333333334,451,236,15.733333333333333,80,1648,109.86666666666666,451,1204,80.26666666666667,451,15,2,1,YES
24,48,24.0,24,0,0.0,0,48,24.0,24,48,24.0,24,2,0,1,NO
218,446,89.2,208,20,4.0,10,466,93.2,208,426,85.2,208,5,0,1,NO
193,389,77.8,183,13,2.6,5,402,80.4,183,376,75.2,183,5,0,1,YES
32,64,32.0,32,0,0.0,0,64,32.0,32,64,32.0,32,2,0,1,NO
36,72,36.0,36,0,0.0,0,72,36.0,36,72,36.0,36,2,0,1,YES
36,74,24.666666666666668,37,1,0.3333333333333333,1,75,25.0,37,75,25.0,37,3,0,1,NO
279,549,61.0,250,20,2.2222222222222223,11,569,63.22222222222222,250,543,60.333333333333336,250,9,0,1,NO
462,1105,78.92857142857143,265,378,27.0,169,1483,105.92857142857143,265,883,63.07142857142857,265,14,1,1,YES
252,479,59.875,164,62,7.75,31,541,67.625,164,419,52.375,164,8,0,1,YES
24,24,24.0,24,0,0.0,0,24,24.0,24,24,24.0,24,1,0,1,NO
28,56,28.0,28,0,0.0,0,56,28.0,28,56,28.0,28,2,0,1,NO
57,129,25.8,57,15,3.0,7,144,28.8,57,114,22.8,57,5,0,1,NO
54,121,30.25,53,14,3.5,9,135,33.75,53,107,26.75,53,4,0,1,NO
300,305,152.5,305,5,2.5,5,310,155.0,305,310,155.0,305,2,0,1,YES
250,266,133.0,266,16,8.0,16,282,141.0,266,282,141.0,266,2,0,1,NO
622,622,622.0,622,0,0.0,0,622,622.0,622,622,622.0,622,1,0,1,YES
37,81,20.25,39,4,1.0,3,85,21.25,39,79,19.75,39,4,0,1,NO
35,75,18.75,36,4,1.0,3,79,19.75,36,73,18.25,36,4,0,1,NO
287,289,144.5,279,2,1.0,2,291,145.5,279,287,143.5,279,2,0,1,YES
275,278,139.0,269,3,1.5,3,281,140.5,269,275,137.5,269,2,0,1,NO
383,383,383.0,383,0,0.0,0,383,383.0,383,383,383.0,383,1,0,1,NO
223,223,223.0,223,0,0.0,0,223,223.0,223,223,223.0,223,1,0,1,NO
489,489,489.0,489,0,0.0,0,489,489.0,489,489,489.0,489,1,0,1,NO
358,358,358.0,358,0,0.0,0,358,358.0,358,358,358.0,358,1,0,1,NO
225,225,225.0,225,0,0.0,0,225,225.0,225,225,225.0,225,1,0,1,NO
40,88,29.333333333333332,44,4,1.3333333333333333,4,92,30.666666666666668,44,92,30.666666666666668,44,3,0,1,NO
86,172,34.4,69,17,3.4,16,189,37.8,69,155,31.0,69,5,0,1,NO
87,175,58.333333333333336,87,1,0.3333333333333333,1,176,58.666666666666664,87,174,58.0,87,3,0,1,NO
183,335,47.857142857142854,105,47,6.714285714285714,25,382,54.57142857142857,107,288,41.142857142857146,105,7,0,1,NO
174,338,42.25,124,40,5.0,24,378,47.25,124,298,37.25,124,8,0,1,NO
110,261,65.25,118,33,8.25,26,294,73.5,118,244,61.0,118,4,0,1,NO
93,180,60.0,87,0,0.0,0,180,60.0,87,180,60.0,87,3,0,1,NO
42,82,27.333333333333332,40,0,0.0,0,82,27.333333333333332,40,82,27.333333333333332,40,3,0,1,NO
30,30,30.0,30,0,0.0,0,30,30.0,30,30,30.0,30,1,0,1,YES
244,469,58.625,194,31,3.875,13,500,62.5,194,440,55.0,194,8,0,1,YES
118,273,39.0,92,63,9.0,41,336,48.0,92,246,35.142857142857146,92,7,0,1,YES
67,158,22.571428571428573,61,29,4.142857142857143,17,187,26.714285714285715,61,153,21.857142857142858,61,7,0,1,YES
85,174,43.5,77,12,3.0,7,186,46.5,77,162,40.5,77,4,0,1,NO
124,262,37.42857142857143,118,20,2.857142857142857,13,282,40.285714285714285,118,244,34.857142857142854,118,7,0,1,NO
105,196,65.33333333333333,84,7,2.3333333333333335,7,203,67.66666666666667,84,189,63.0,84,3,0,1,NO
28,59,19.666666666666668,28,3,1.0,3,62,20.666666666666668,28,56,18.666666666666668,28,3,0,1,NO
269,525,47.72727272727273,225,31,2.8181818181818183,12,556,50.54545454545455,225,500,45.45454545454545,225,11,1,1,YES
48,303,43.285714285714285,125,130,18.571428571428573,88,433,61.857142857142854,125,379,54.142857142857146,125,7,0,1,YES
36,95,19.0,43,16,3.2,6,111,22.2,43,93,18.6,43,5,0,1,YES
40,40,40.0,40,0,0.0,0,40,40.0,40,40,40.0,40,1,0,1,NO
28,28,28.0,28,0,0.0,0,28,28.0,28,28,28.0,28,1,0,1,NO
28,60,20.0,30,2,0.6666666666666666,2,62,20.666666666666668,30,62,20.666666666666668,30,3,0,1,NO
64,64,64.0,64,0,0.0,0,64,64.0,64,64,64.0,64,1,0,1,NO
56,115,38.333333333333336,53,6,2.0,6,121,40.333333333333336,53,109,36.333333333333336,53,3,0,1,YES
41,96,32.0,46,9,3.0,9,105,35.0,46,97,32.333333333333336,46,3,0,1,YES
80,160,80.0,80,0,0.0,0,160,80.0,80,160,80.0,80,2,0,1,NO
138,281,40.142857142857146,128,15,2.142857142857143,9,296,42.285714285714285,128,274,39.142857142857146,128,7,0,1,NO
141,315,39.375,128,46,5.75,18,361,45.125,128,269,33.625,128,8,1,2,YES
141,295,59.0,134,20,4.0,14,315,63.0,134,277,55.4,134,5,0,1,NO
192,358,44.75,144,22,2.75,14,380,47.5,144,338,42.25,144,8,0,1,NO
39,114,22.8,50,25,5.0,22,139,27.8,50,113,22.6,50,5,1,1,YES
167,325,29.545454545454547,113,45,4.090909090909091,26,370,33.63636363636363,113,298,27.09090909090909,113,11,1,2,YES
55,141,28.2,63,23,4.6,21,164,32.8,63,136,27.2,63,5,1,1,YES
233,431,28.733333333333334,139,59,3.933333333333333,12,490,32.666666666666664,139,374,24.933333333333334,139,15,3,1,YES
78,78,78.0,78,0,0.0,0,78,78.0,78,78,78.0,78,1,0,1,NO
467,474,158.0,450,7,2.3333333333333335,7,481,160.33333333333334,450,467,155.66666666666666,450,3,0,1,NO
222,222,111.0,205,0,0.0,0,222,111.0,205,222,111.0,205,2,0,1,NO
360,360,180.0,343,0,0.0,0,360,180.0,343,360,180.0,343,2,0,1,NO
406,406,203.0,389,0,0.0,0,406,203.0,389,406,203.0,389,2,0,1,NO
647,647,323.5,630,0,0.0,0,647,323.5,630,647,323.5,630,2,0,1,NO
35,35,35.0,35,0,0.0,0,35,35.0,35,35,35.0,35,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,39,39.0,39,1,0,1,NO
39,39,39.0,39,0,0.0,0,39,39.0,39,39,39.0,39,1,0,1,NO
24,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
25,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
341,5,2.5,3,2,1.0,1,7,3.5,4,3,1.5,2,2,1,1,YES
728,37,9.25,23,33,8.25,32,70,17.5,44,44,11.0,22,4,1,1,YES
24,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
218,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,YES
206,15,7.5,13,1,0.5,1,16,8.0,13,14,7.0,13,2,1,1,YES
34,4,4.0,4,1,1.0,1,5,5.0,5,3,3.0,3,1,0,1,NO
36,6,3.0,3,5,2.5,3,11,5.5,6,1,0.5,1,2,1,1,YES
36,2,1.0,1,1,0.5,1,3,1.5,2,1,0.5,1,2,0,1,NO
26,27,27.0,27,0,0.0,0,27,27.0,27,27,27.0,27,1,0,1,NO
428,164,54.666666666666664,155,14,4.666666666666667,10,178,59.333333333333336,165,150,50.0,145,3,0,1,YES
462,11,2.75,5,10,2.5,5,21,5.25,10,1,0.25,1,4,1,1,YES
191,20,6.666666666666667,11,81,27.0,79,101,33.666666666666664,90,75,25.0,68,3,1,1,YES
24,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
24,3,1.5,2,7,3.5,6,10,5.0,7,6,3.0,5,2,0,1,NO
57,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
54,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
192,281,93.66666666666667,190,89,29.666666666666668,88,370,123.33333333333333,190,192,64.0,190,3,0,1,NO
300,3,1.5,2,2,1.0,1,5,2.5,3,1,0.5,1,2,1,1,YES
250,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,0,1,NO
627,8,4.0,5,2,1.0,2,10,5.0,5,6,3.0,5,2,1,1,YES
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
279,5,1.6666666666666667,3,12,4.0,10,17,5.666666666666667,13,7,2.3333333333333335,7,3,1,1,YES
274,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
398,416,138.66666666666666,397,17,5.666666666666667,9,433,144.33333333333334,397,401,133.66666666666666,397,3,0,1,NO
240,248,82.66666666666667,239,7,2.3333333333333335,4,255,85.0,239,243,81.0,239,3,0,1,YES
74,75,37.5,74,0,0.0,0,75,37.5,74,75,37.5,74,2,0,1,NO
69,70,23.333333333333332,52,0,0.0,0,70,23.333333333333332,52,70,23.333333333333332,52,3,0,1,NO
203,72,36.0,71,91,45.5,91,163,81.5,162,21,10.5,20,2,0,1,NO
229,76,38.0,75,204,102.0,204,280,140.0,279,130,65.0,129,2,0,1,NO
202,82,41.0,81,104,52.0,104,186,93.0,185,24,12.0,23,2,0,1,NO
102,103,51.5,102,0,0.0,0,103,51.5,102,103,51.5,102,2,0,1,YES
144,147,73.5,144,2,1.0,2,149,74.5,144,145,72.5,144,2,0,1,YES
337,339,113.0,337,1,0.3333333333333333,1,340,113.33333333333333,337,338,112.66666666666667,337,3,0,1,NO
94,97,48.5,94,2,1.0,2,99,49.5,94,95,47.5,94,2,0,1,NO
382,383,191.5,382,0,0.0,0,383,191.5,382,383,191.5,382,2,0,1,YES
138,140,46.666666666666664,138,1,0.3333333333333333,1,141,47.0,138,139,46.333333333333336,138,3,0,1,NO
40,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
86,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
90,7,7.0,7,3,3.0,3,10,10.0,10,4,4.0,4,1,0,1,NO
149,149,149.0,149,0,0.0,0,149,149.0,149,149,149.0,149,1,0,1,NO
74,74,74.0,74,0,0.0,0,74,74.0,74,74,74.0,74,1,0,1,NO
231,54,27.0,53,5,2.5,5,59,29.5,58,49,24.5,48,2,0,1,NO
221,58,29.0,40,10,5.0,6,68,34.0,44,48,24.0,36,2,0,1,NO
110,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
94,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,0,1,NO
42,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,0,1,NO
36,10,5.0,6,3,1.5,2,13,6.5,8,7,3.5,4,2,1,1,YES
