RELEASE_ID,FILE_NAME,SIZE,LOC_ADDED,LOC_ADDED_AVG,LOC_ADDED_MAX,LOC_REMOVED,LOC_REMOVED_AVG,LOC_REMOVED_MAX,LOC_TOUCHED,LOC_TOUCHED_AVG,LOC_TOUCHED_MAX,CHURN,CHURN_AVG,CHURN_MAX,NUMBER_OF_REVISIONS,NUMBER_OF_DEFECT_FIXES,NUMBER_OF_AUTHORS,IS_BUGGY
1,src/java/org/apache/avro/AvroRuntimeException.java,24,48,24.0,24,0,0.0,0,48,24.0,24,48,24.0,24,2,0,1,NO
1,src/java/org/apache/avro/AvroTypeException.java,25,56,18.666666666666668,28,3,1.0,3,59,19.666666666666668,28,59,19.666666666666668,28,3,0,1,NO
1,src/java/org/apache/avro/Protocol.java,339,726,60.5,300,87,7.25,32,813,67.75,300,647,53.916666666666664,300,12,0,1,NO
1,src/java/org/apache/avro/Schema.java,725,1412,94.13333333333334,451,236,15.733333333333333,80,1648,109.86666666666666,451,1204,80.26666666666667,451,15,2,1,YES
1,src/java/org/apache/avro/SchemaParseException.java,24,48,24.0,24,0,0.0,0,48,24.0,24,48,24.0,24,2,0,1,NO
1,src/java/org/apache/avro/file/DataFileReader.java,218,446,89.2,208,20,4.0,10,466,93.2,208,426,85.2,208,5,0,1,NO
1,src/java/org/apache/avro/file/DataFileWriter.java,193,389,77.8,183,13,2.6,5,402,80.4,183,376,75.2,183,5,0,1,NO
1,src/java/org/apache/avro/file/SeekableFileInput.java,32,64,32.0,32,0,0.0,0,64,32.0,32,64,32.0,32,2,0,1,NO
1,src/java/org/apache/avro/file/SeekableInput.java,36,72,36.0,36,0,0.0,0,72,36.0,36,72,36.0,36,2,0,1,NO
1,src/java/org/apache/avro/generic/GenericArray.java,36,74,24.666666666666668,37,1,0.3333333333333333,1,75,25.0,37,75,25.0,37,3,0,1,NO
1,src/java/org/apache/avro/generic/GenericData.java,279,549,61.0,250,20,2.2222222222222223,11,569,63.22222222222222,250,543,60.333333333333336,250,9,0,1,NO
1,src/java/org/apache/avro/generic/GenericDatumReader.java,462,1105,78.92857142857143,265,378,27.0,169,1483,105.92857142857143,265,883,63.07142857142857,265,14,1,1,YES
1,src/java/org/apache/avro/generic/GenericDatumWriter.java,252,479,59.875,164,62,7.75,31,541,67.625,164,419,52.375,164,8,0,1,NO
1,src/java/org/apache/avro/generic/GenericFixed.java,24,24,24.0,24,0,0.0,0,24,24.0,24,24,24.0,24,1,0,1,NO
1,src/java/org/apache/avro/generic/GenericRecord.java,28,56,28.0,28,0,0.0,0,56,28.0,28,56,28.0,28,2,0,1,NO
1,src/java/org/apache/avro/generic/GenericRequestor.java,57,129,25.8,57,15,3.0,7,144,28.8,57,114,22.8,57,5,0,1,NO
1,src/java/org/apache/avro/generic/GenericResponder.java,54,121,30.25,53,14,3.5,9,135,33.75,53,107,26.75,53,4,0,1,NO
1,src/java/org/apache/avro/io/BinaryDecoder.java,300,305,152.5,305,5,2.5,5,310,155.0,305,310,155.0,305,2,0,1,NO
1,src/java/org/apache/avro/io/BinaryEncoder.java,250,266,133.0,266,16,8.0,16,282,141.0,266,282,141.0,266,2,0,1,NO
1,src/java/org/apache/avro/io/BlockingBinaryEncoder.java,622,622,622.0,622,0,0.0,0,622,622.0,622,622,622.0,622,1,0,1,NO
1,src/java/org/apache/avro/io/DatumReader.java,37,81,20.25,39,4,1.0,3,85,21.25,39,79,19.75,39,4,0,1,NO
1,src/java/org/apache/avro/io/DatumWriter.java,35,75,18.75,36,4,1.0,3,79,19.75,36,73,18.25,36,4,0,1,NO
1,src/java/org/apache/avro/io/Decoder.java,287,289,144.5,279,2,1.0,2,291,145.5,279,287,143.5,279,2,0,1,NO
1,src/java/org/apache/avro/io/Encoder.java,275,278,139.0,269,3,1.5,3,281,140.5,269,275,137.5,269,2,0,1,NO
1,src/java/org/apache/avro/io/ParsingTable.java,383,383,383.0,383,0,0.0,0,383,383.0,383,383,383.0,383,1,0,1,NO
1,src/java/org/apache/avro/io/ResolvingDecoder.java,223,223,223.0,223,0,0.0,0,223,223.0,223,223,223.0,223,1,0,1,NO
1,src/java/org/apache/avro/io/ResolvingTable.java,489,489,489.0,489,0,0.0,0,489,489.0,489,489,489.0,489,1,0,1,NO
1,src/java/org/apache/avro/io/ValidatingDecoder.java,358,358,358.0,358,0,0.0,0,358,358.0,358,358,358.0,358,1,0,1,NO
1,src/java/org/apache/avro/io/ValidatingEncoder.java,225,225,225.0,225,0,0.0,0,225,225.0,225,225,225.0,225,1,0,1,NO
1,src/java/org/apache/avro/ipc/AvroRemoteException.java,40,88,29.333333333333332,44,4,1.3333333333333333,4,92,30.666666666666668,44,92,30.666666666666668,44,3,0,1,NO
1,src/java/org/apache/avro/ipc/ByteBufferInputStream.java,86,172,34.4,69,17,3.4,16,189,37.8,69,155,31.0,69,5,0,1,NO
1,src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,87,175,58.333333333333336,87,1,0.3333333333333333,1,176,58.666666666666664,87,174,58.0,87,3,0,1,NO
1,src/java/org/apache/avro/ipc/Requestor.java,183,335,47.857142857142854,105,47,6.714285714285714,25,382,54.57142857142857,107,288,41.142857142857146,105,7,0,1,NO
1,src/java/org/apache/avro/ipc/Responder.java,174,338,42.25,124,40,5.0,24,378,47.25,124,298,37.25,124,8,0,1,NO
1,src/java/org/apache/avro/ipc/SocketServer.java,110,261,65.25,118,33,8.25,26,294,73.5,118,244,61.0,118,4,0,1,NO
1,src/java/org/apache/avro/ipc/SocketTransceiver.java,93,180,60.0,87,0,0.0,0,180,60.0,87,180,60.0,87,3,0,1,NO
1,src/java/org/apache/avro/ipc/Transceiver.java,42,82,27.333333333333332,40,0,0.0,0,82,27.333333333333332,40,82,27.333333333333332,40,3,0,1,NO
1,src/java/org/apache/avro/reflect/FixedSize.java,30,30,30.0,30,0,0.0,0,30,30.0,30,30,30.0,30,1,0,1,NO
1,src/java/org/apache/avro/reflect/ReflectData.java,244,469,58.625,194,31,3.875,13,500,62.5,194,440,55.0,194,8,0,1,NO
1,src/java/org/apache/avro/reflect/ReflectDatumReader.java,118,273,39.0,92,63,9.0,41,336,48.0,92,246,35.142857142857146,92,7,0,1,NO
1,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,67,158,22.571428571428573,61,29,4.142857142857143,17,187,26.714285714285715,61,153,21.857142857142858,61,7,0,1,NO
1,src/java/org/apache/avro/reflect/ReflectRequestor.java,85,174,43.5,77,12,3.0,7,186,46.5,77,162,40.5,77,4,0,1,NO
1,src/java/org/apache/avro/reflect/ReflectResponder.java,124,262,37.42857142857143,118,20,2.857142857142857,13,282,40.285714285714285,118,244,34.857142857142854,118,7,0,1,NO
1,src/java/org/apache/avro/specific/ProtocolTask.java,105,196,65.33333333333333,84,7,2.3333333333333335,7,203,67.66666666666667,84,189,63.0,84,3,0,1,NO
1,src/java/org/apache/avro/specific/SchemaTask.java,28,59,19.666666666666668,28,3,1.0,3,62,20.666666666666668,28,56,18.666666666666668,28,3,0,1,NO
1,src/java/org/apache/avro/specific/SpecificCompiler.java,269,525,47.72727272727273,225,31,2.8181818181818183,12,556,50.54545454545455,225,500,45.45454545454545,225,11,1,1,YES
1,src/java/org/apache/avro/specific/SpecificDatumReader.java,48,303,43.285714285714285,125,130,18.571428571428573,88,433,61.857142857142854,125,379,54.142857142857146,125,7,0,1,NO
1,src/java/org/apache/avro/specific/SpecificDatumWriter.java,36,95,19.0,43,16,3.2,6,111,22.2,43,93,18.6,43,5,0,1,NO
1,src/java/org/apache/avro/specific/SpecificExceptionBase.java,40,40,40.0,40,0,0.0,0,40,40.0,40,40,40.0,40,1,0,1,NO
1,src/java/org/apache/avro/specific/SpecificFixed.java,28,28,28.0,28,0,0.0,0,28,28.0,28,28,28.0,28,1,0,1,NO
1,src/java/org/apache/avro/specific/SpecificRecord.java,28,60,20.0,30,2,0.6666666666666666,2,62,20.666666666666668,30,62,20.666666666666668,30,3,0,1,NO
1,src/java/org/apache/avro/specific/SpecificRecordBase.java,64,64,64.0,64,0,0.0,0,64,64.0,64,64,64.0,64,1,0,1,NO
1,src/java/org/apache/avro/specific/SpecificRequestor.java,56,115,38.333333333333336,53,6,2.0,6,121,40.333333333333336,53,109,36.333333333333336,53,3,0,1,NO
1,src/java/org/apache/avro/specific/SpecificResponder.java,41,96,32.0,46,9,3.0,9,105,35.0,46,97,32.333333333333336,46,3,0,1,NO
1,src/java/org/apache/avro/util/Utf8.java,80,160,80.0,80,0,0.0,0,160,80.0,80,160,80.0,80,2,0,1,NO
1,src/test/java/org/apache/avro/RandomData.java,138,281,40.142857142857146,128,15,2.142857142857143,9,296,42.285714285714285,128,274,39.142857142857146,128,7,0,1,NO
