ID, Size, Predicted, Actual
0,198,0.051669045847766014,NO
1,107,0.048707452695597196,NO
2,69,0.049219582096160515,NO
3,70,0.049219582096160515,NO
4,30,0.05107926574406229,NO
5,553,0.28571297324510897,NO
6,685,0.6607068206328613,NO
7,526,0.28571297324510897,NO
8,1473,0.9999999720649089,NO
9,1077,0.9993467810273847,NO
10,1320,0.9999958802209435,NO
11,410,0.114023913918137,NO
12,1296,0.9999958802209435,NO
13,1318,0.9999958802209435,NO
14,260,0.06091012120466981,NO
15,113,0.048707452695597196,NO
16,90,0.049219582096160515,NO
17,313,0.0795123708969951,NO
18,209,0.055372805323129264,NO
19,3340,1.0,NO
20,68,0.049219582096160515,NO
21,300,0.06873566804389787,NO
22,202,0.055372805323129264,NO
23,389,0.114023913918137,NO
24,70,0.049219582096160515,NO
25,296,0.06873566804389787,NO
26,92,0.048707452695597196,NO
27,192,0.051669045847766014,NO
28,66,0.049219582096160515,NO
29,463,0.1766248448310088,NO
30,169,0.051669045847766014,NO
31,384,0.114023913918137,NO
32,195,0.051669045847766014,NO
33,1118,0.9996987538553147,NO
34,78,0.049219582096160515,NO
35,100,0.048707452695597196,NO
36,104,0.048707452695597196,NO
37,43,0.05107926574406229,NO
38,311,0.0795123708969951,NO
39,834,0.9369056734787838,NO
40,57,0.049219582096160515,NO
41,259,0.06091012120466981,NO
42,399,0.114023913918137,NO
43,233,0.055372805323129264,NO
44,74,0.049219582096160515,NO
45,55,0.049219582096160515,NO
46,229,0.055372805323129264,NO
47,373,0.0941776847023739,NO
48,21,0.05107926574406229,NO
49,926,0.9891864854123,NO
50,21,0.05107926574406229,NO
51,621,0.45486796867191254,NO
52,37,0.05107926574406229,NO
53,35,0.05107926574406229,NO
54,32,0.05107926574406229,NO
55,83,0.049219582096160515,NO
56,458,0.1766248448310088,NO
57,54,0.05107926574406229,NO
58,92,0.048707452695597196,NO
59,32,0.05107926574406229,NO
60,536,0.28571297324510897,NO
61,24,0.05107926574406229,NO
62,37,0.05107926574406229,NO
63,34,0.05107926574406229,NO
64,34,0.05107926574406229,NO
65,25,0.05107926574406229,NO
66,21,0.05107926574406229,NO
67,76,0.049219582096160515,NO
68,31,0.051079265744062324,NO
69,32,0.05107926574406229,NO
70,186,0.051669045847766014,NO
71,91,0.048707452695597196,NO
72,356,0.0941776847023739,NO
73,28,0.05107926574406229,NO
74,40,0.05107926574406229,NO
75,21,0.05107926574406229,NO
76,54,0.05107926574406229,NO
77,103,0.048707452695597196,NO
78,76,0.049219582096160515,NO
79,29,0.05107926574406229,NO
80,47,0.05107926574406229,NO
81,132,0.04950352308936982,NO
82,21,0.05107926574406229,NO
83,41,0.05107926574406229,NO
84,43,0.05107926574406229,NO
85,34,0.05107926574406229,NO
86,21,0.05107926574406229,NO
87,98,0.048707452695597196,NO
88,61,0.049219582096160515,NO
89,124,0.048707452695597196,NO
90,89,0.049219582096160515,NO
91,374,0.0941776847023739,NO
92,133,0.04950352308936982,NO
93,750,0.8356350757250379,NO
94,164,0.051669045847766014,NO
95,103,0.048707452695597196,NO
96,361,0.0941776847023739,NO
97,21,0.05107926574406229,NO
98,128,0.04950352308936982,NO
99,175,0.051669045847766014,NO
100,37,0.05107926574406229,NO
101,60,0.049219582096160515,NO
102,21,0.05107926574406229,NO
103,41,0.05107926574406229,NO
104,183,0.051669045847766014,NO
105,57,0.049219582096160515,NO
106,60,0.049219582096160515,NO
107,34,0.05107926574406229,NO
108,21,0.05107926574406229,NO
109,76,0.049219582096160515,NO
110,73,0.049219582096160515,NO
111,58,0.049219582096160515,NO
112,54,0.05107926574406229,NO
113,24,0.05107926574406229,NO
114,21,0.05107926574406229,NO
115,519,0.22411165708582692,NO
116,43,0.05107926574406229,NO
117,33,0.05107926574406229,NO
118,36,0.05107926574406229,NO
119,38,0.05107926574406229,NO
120,28,0.05107926574406229,NO
121,34,0.05107926574406229,NO
122,36,0.05107926574406229,NO
123,34,0.05107926574406229,NO
124,95,0.048707452695597196,NO
125,126,0.048707452695597196,NO
126,38,0.05107926574406229,NO
127,1336,0.9999983949296306,NO
128,133,0.04950352308936982,NO
129,21,0.05107926574406229,NO
130,228,0.055372805323129264,NO
131,72,0.049219582096160515,NO
132,42,0.05107926574406229,NO
133,162,0.04950352308936982,NO
134,87,0.049219582096160515,NO
135,33,0.05107926574406229,NO
136,34,0.05107926574406229,NO
137,46,0.05107926574406229,NO
138,21,0.05107926574406229,NO
139,400,0.114023913918137,NO
140,39,0.05107926574406229,NO
141,225,0.055372805323129264,NO
142,51,0.05107926574406229,NO
143,66,0.049219582096160515,NO
144,184,0.051669045847766014,NO
145,51,0.05107926574406229,NO
146,120,0.048707452695597196,NO
147,69,0.049219582096160515,NO
148,21,0.05107926574406229,NO
149,180,0.051669045847766014,NO
150,211,0.055372805323129264,NO
151,61,0.049219582096160515,NO
152,21,0.05107926574406229,NO
153,113,0.048707452695597196,NO
154,66,0.049219582096160515,NO
155,72,0.049219582096160515,NO
156,74,0.049219582096160515,NO
157,33,0.05107926574406229,NO
158,21,0.05107926574406229,NO
159,24,0.05107926574406229,NO
160,63,0.049219582096160515,NO
161,58,0.049219582096160515,NO
162,45,0.05107926574406229,NO
163,84,0.049219582096160515,NO
164,1526,0.9999999905407407,NO
165,21,0.05107926574406229,NO
166,46,0.05107926574406229,NO
167,46,0.05107926574406229,NO
168,51,0.05107926574406229,NO
169,38,0.05107926574406229,NO
170,40,0.05107926574406229,NO
171,109,0.048707452695597196,NO
172,172,0.051669045847766014,NO
173,51,0.05107926574406229,NO
174,60,0.049219582096160515,NO
175,42,0.05107926574406229,NO
176,59,0.049219582096160515,NO
177,120,0.048707452695597196,NO
178,151,0.04950352308936982,NO
179,2679,1.0,NO
180,243,0.06091012120466981,NO
181,21,0.05107926574406229,NO
182,102,0.048707452695597196,NO
183,56,0.049219582096160515,NO
184,65,0.049219582096160515,NO
185,227,0.055372805323129264,NO
186,134,0.04950352308936982,NO
187,502,0.22411165708582692,NO
188,179,0.051669045847766014,NO
189,131,0.04950352308936982,NO
190,241,0.06091012120466981,NO
191,480,0.1766248448310088,NO
192,47,0.05107926574406229,NO
193,83,0.049219582096160515,NO
194,115,0.048707452695597196,NO
195,56,0.049219582096160515,NO
196,31,0.05107926574406229,NO
197,100,0.048707452695597196,NO
198,31,0.05107926574406229,NO
199,39,0.05107926574406229,NO
200,97,0.048707452695597196,NO
201,569,0.3629269574233078,NO
202,21,0.05107926574406229,NO
203,45,0.05107926574406229,NO
204,63,0.049219582096160515,NO
205,103,0.048707452695597196,NO
206,66,0.049219582096160515,NO
207,194,0.051669045847766014,NO
208,40,0.05107926574406229,NO
209,212,0.055372805323129264,NO
210,559,0.28571297324510897,NO
211,145,0.04950352308936982,NO
212,207,0.055372805323129264,NO
213,336,0.0795123708969951,NO
214,350,0.0941776847023739,NO
215,588,0.3629269574233078,NO
216,2109,1.0,NO
217,1278,0.999989718174872,NO
218,426,0.14077638884390029,NO
219,481,0.1766248448310088,NO
220,794,0.8954820480228496,NO
221,88,0.049219582096160515,NO
222,307,0.06873566804389787,NO
223,62,0.049219582096160515,NO
224,212,0.055372805323129264,NO
225,105,0.048707452695597196,NO
226,345,0.0941776847023739,NO
227,81,0.049219582096160515,NO
228,257,0.06091012120466981,NO
229,408,0.114023913918137,NO
230,169,0.051669045847766014,NO
231,106,0.048707452695597196,NO
232,162,0.04950352308936982,NO
233,245,0.06091012120466981,NO
234,322,0.0795123708969951,NO
235,169,0.051669045847766014,NO
236,166,0.051669045847766014,NO
237,370,0.0941776847023739,NO
238,202,0.055372805323129264,NO
239,419,0.14077638884390029,NO
240,254,0.06091012120466981,NO
241,349,0.0941776847023739,NO
242,205,0.055372805323129264,NO
243,437,0.14077638884390029,NO
244,95,0.048707452695597196,NO
245,53,0.05107926574406229,NO
246,154,0.04950352308936982,NO
247,177,0.051669045847766014,NO
248,149,0.04950352308936982,NO
249,177,0.051669045847766014,NO
250,375,0.0941776847023739,NO
251,310,0.0795123708969951,NO
252,67,0.049219582096160515,NO
253,46,0.05107926574406229,NO
254,157,0.049503523089369825,NO
255,101,0.048707452695597196,NO
256,261,0.06091012120466981,NO
257,65,0.049219582096160515,NO
258,160,0.04950352308936982,NO
259,115,0.048707452695597196,NO
260,74,0.049219582096160515,NO
261,733,0.7562539577014762,NO
262,186,0.051669045847766014,NO
263,447,0.14077638884390029,NO
264,59,0.049219582096160515,NO
265,319,0.0795123708969951,NO
266,204,0.055372805323129264,NO
267,60,0.049219582096160515,NO
268,835,0.9369056734787838,NO
269,1175,0.9998649415208206,NO
270,220,0.055372805323129264,NO
271,63,0.049219582096160515,NO
272,194,0.051669045847766014,NO
273,283,0.06873566804389787,NO
274,199,0.051669045847766014,NO
275,124,0.048707452695597196,NO
276,96,0.048707452695597196,NO
277,82,0.049219582096160515,NO
278,99,0.048707452695597196,NO
279,128,0.04950352308936982,NO
280,227,0.055372805323129264,NO
281,53,0.05107926574406229,NO
282,273,0.06873566804389787,NO
283,71,0.049219582096160515,NO
284,91,0.048707452695597196,NO
285,205,0.055372805323129264,NO
286,42,0.05107926574406229,NO
287,126,0.048707452695597196,NO
288,97,0.048707452695597196,NO
289,86,0.049219582096160515,NO
290,78,0.049219582096160515,NO
