ID, Size, Predicted, Actual
0,215,0.94,YES
1,273,0.17,YES
2,460,0.18,YES
3,138,0.1,YES
4,358,1.0,YES
5,1248,1.0,YES
6,51,0.09,NO
7,157,1.0,YES
8,31,0.0,NO
9,981,0.88,YES
10,180,0.1,NO
11,262,0.94,YES
12,553,0.99,YES
13,40,0.85,YES
14,369,0.88,YES
15,390,0.99,YES
16,51,0.05933333333333332,NO
17,577,0.99,YES
18,32,0.18,NO
19,66,0.051666666666666666,NO
20,188,0.97,YES
21,582,1.0,YES
22,160,0.95,YES
23,50,0.88,YES
24,27,0.01,NO
25,923,0.96,YES
26,60,0.06,NO
27,62,0.93,YES
28,87,0.06,NO
29,52,0.02,NO
30,268,0.89,YES
31,163,0.97,YES
32,109,0.09,NO
33,147,0.06,NO
34,58,0.01,NO
35,44,0.03,NO
36,106,0.20166666666666663,NO
37,139,0.9641666666666667,YES
38,326,0.99,YES
39,648,0.72,YES
40,792,1.0,YES
41,319,0.93,YES
42,55,0.01,NO
43,191,0.95,YES
44,90,0.83,YES
45,273,0.5537142857142856,NO
46,137,0.91,YES
47,79,0.030833333333333334,NO
48,82,0.05,NO
49,147,0.79,YES
50,422,0.33,NO
51,979,1.0,YES
52,495,0.96,YES
53,189,1.0,YES
54,167,0.85,YES
55,86,0.6019047619047619,YES
56,182,0.96,YES
57,361,0.86,YES
58,126,0.96,YES
59,106,0.85,YES
60,109,0.84,YES
61,85,0.03,NO
62,236,0.98,YES
63,315,0.97,YES
64,695,0.99,YES
65,27,0.0,NO
66,89,0.87,YES
67,301,0.85,YES
68,153,0.93,YES
69,92,0.23,NO
70,466,0.9,YES
71,93,0.09,NO
72,244,0.23,NO
73,192,0.85,YES
74,252,0.25,YES
75,109,0.25,NO
76,601,0.35,NO
77,565,0.35,YES
78,69,0.79,YES
79,77,0.08,NO
80,94,0.08,NO
81,337,0.375,NO
82,214,0.38,NO
83,79,0.03,NO
84,25,0.06,NO
85,84,0.6827380952380954,NO
86,34,0.22,NO
87,33,0.21,NO
88,104,0.2,NO
89,172,0.2,NO
90,70,0.02,NO
91,140,0.18,NO
92,156,0.17,YES
93,248,0.96,YES
94,277,0.9866666666666667,YES
95,189,0.99,NO
96,194,0.99,NO
97,346,0.52,YES
98,304,0.81,NO
99,356,1.0,YES
100,84,0.79,YES
101,53,0.01,YES
102,132,0.07,NO
103,4088,0.99,YES
104,691,0.99,YES
105,47,0.0,NO
106,101,0.64,YES
107,510,0.3,YES
108,328,0.27,YES
109,273,0.5537142857142856,YES
110,136,0.97,YES
111,56,0.05,NO
112,74,0.05,NO
113,359,0.31,YES
114,174,0.02,NO
115,148,0.02,NO
116,92,0.98,YES
117,45,0.0,NO
118,168,1.0,YES
119,77,0.11,NO
120,666,0.17,YES
121,88,0.13,NO
122,262,0.98,YES
123,54,0.0,NO
124,48,0.74,YES
125,140,0.8,YES
126,152,0.17,NO
127,39,0.0,NO
128,131,0.09,NO
129,47,0.13,NO
130,129,0.79,YES
131,43,0.0675,NO
132,243,0.97,YES
133,62,0.66,YES
134,45,0.01,NO
135,97,0.86,YES
136,476,0.93,NO
137,77,0.03666666666666667,NO
138,69,0.06666666666666667,NO
139,104,0.2,NO
140,115,0.19,NO
141,421,0.64,NO
142,61,0.07666666666666666,NO
143,2009,0.84,YES
144,179,0.97,NO
145,106,0.22,NO
146,33,0.72,NO
147,657,0.17,NO
148,295,0.81,NO
149,872,0.81,NO
150,444,0.13,NO
151,168,1.0,NO
152,752,0.82,NO
153,135,0.87,NO
154,1126,0.84,NO
155,163,0.98,NO
156,184,0.98,NO
157,51,0.01,NO
158,25,0.52,NO
159,180,0.97,NO
160,64,0.11666666666666665,NO
161,101,0.23,NO
162,512,0.99,NO
163,187,0.99,NO
164,56,0.03,NO
165,39,0.81,NO
166,261,0.97,NO
167,73,0.03666666666666667,NO
168,65,0.10666666666666666,NO
169,329,0.55,NO
170,64,0.11666666666666665,NO
171,164,0.98,NO
172,624,0.74,YES
173,74,0.03666666666666667,NO
174,117,0.21,NO
175,84,0.09714285714285714,NO
176,226,0.97,YES
177,76,0.03666666666666667,NO
178,323,0.55,NO
179,72,0.05,NO
180,42,0.0,NO
181,48,0.07,NO
182,89,0.82,YES
183,380,0.97,YES
184,141,0.97,YES
185,148,0.9,YES
186,191,0.99,YES
187,46,0.04,NO
188,165,1.0,YES
189,171,0.23,NO
190,56,0.03,NO
191,179,0.89,YES
192,74,0.06,NO
193,36,0.83,YES
194,37,0.0,NO
195,34,0.72,YES
196,34,0.78,YES
197,38,0.17,NO
198,39,0.1,NO
199,156,0.14,NO
200,84,0.14,NO
201,117,0.97,YES
202,94,0.1,NO
203,71,0.14,NO
204,183,0.81,YES
205,85,0.15,NO
206,183,0.77,YES
207,70,0.05,NO
208,54,0.03,NO
209,160,0.21,NO
210,125,0.85,YES
211,151,0.95,YES
212,422,0.93,YES
213,221,0.89,YES
214,50,0.02,NO
215,42,0.67,YES
216,624,0.32,NO
217,377,0.98,YES
218,383,0.95,YES
219,72,0.3,NO
220,92,0.06,NO
221,282,0.34,YES
222,371,0.25,NO
223,47,0.06,NO
224,108,0.91,YES
225,111,0.43,NO
226,319,0.95,YES
227,129,0.96,YES
228,49,0.01,NO
229,358,0.93,YES
230,277,0.96,YES
231,49,0.01,NO
232,89,0.11714285714285713,NO
233,41,0.01,NO
234,66,0.0,NO
235,63,0.12,NO
236,24,0.0,NO
237,50,0.19,NO
238,72,0.01,NO
239,47,0.03,NO
240,47,0.02,NO
241,183,0.19,NO
242,49,0.0,NO
243,50,0.01,NO
244,98,0.02,NO
245,143,0.95,YES
246,43,0.0,NO
247,42,0.03,NO
248,56,0.9333333333333332,YES
249,44,0.01,NO
250,26,0.08,NO
251,254,1.0,YES
252,16883,1.0,YES
253,74,0.06166666666666666,NO
254,153,0.03,NO
255,68,0.78,YES
256,100,0.18,NO
257,550,0.78,YES
258,437,0.99,YES
259,1038,0.99,YES
260,104,0.17,YES
261,332,0.99,YES
262,123,0.12,NO
263,106,0.83,YES
264,106,0.98,YES
265,94,0.98,YES
266,101,0.04,YES
267,38,0.6476666666666666,YES
268,628,0.97,YES
269,32,0.98,YES
270,111,0.0,NO
271,35,0.03,NO
272,90,0.87,YES
273,27,0.03,NO
274,28,0.03,NO
