file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DirectMemoryUtils.java,org.apache.bookkeeper.util.DirectMemoryUtils,maxDirectMemory/0,false,38,0,2,2,0,3,9,16,2,3,0,9,0,0,0,0,1,0,3,0,3,0,2,0,0,0,43,9,1,true
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/prometheus-metrics-provider/src/test/java/org/apache/bookkeeper/stats/prometheus/TestPrometheusMetricsProvider.java,org.apache.bookkeeper.stats.prometheus.TestPrometheusMetricsProvider,testTwoCounters/0,false,46,4,1,0,1,1,5,8,0,4,0,5,0,0,0,0,0,0,4,1,4,0,0,0,0,0,16,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/prometheus-metrics-provider/src/test/java/org/apache/bookkeeper/stats/prometheus/TestPrometheusMetricsProvider.java,org.apache.bookkeeper.stats.prometheus.TestPrometheusMetricsProvider,testCounter/0,false,32,2,5,0,5,1,6,11,0,2,0,6,0,0,0,0,0,0,1,5,2,0,0,0,0,0,7,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java,org.apache.bookkeeper.sasl.SaslClientState,hasInitialResponse/0,false,122,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java,org.apache.bookkeeper.sasl.SaslClientState,saslResponse/1[byte[]],false,178,1,0,0,0,3,3,12,2,1,1,3,0,0,0,0,1,0,1,0,1,0,2,0,0,0,15,1,1,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java,org.apache.bookkeeper.sasl.SaslClientState,"SaslClientState/2[java.lang.String,javax.security.auth.Subject]",true,49,2,3,1,2,8,16,46,0,9,2,16,0,0,0,2,1,2,9,3,14,2,3,1,0,0,44,1,3,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java,org.apache.bookkeeper.sasl.SaslClientState,evaluateChallenge/1[byte[]],false,97,1,3,2,1,5,5,25,2,1,1,5,0,0,0,2,1,0,3,0,1,0,3,1,0,0,18,1,1,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java,org.apache.bookkeeper.sasl.SaslClientState,isComplete/0,false,174,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,clear/0,false,39,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,get/0,false,44,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,inc/0,false,56,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,setUpStatsExport/0,false,48,0,1,1,0,1,3,4,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,CounterImpl/1[java.lang.String],true,32,1,2,1,1,1,1,5,0,0,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,10,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,dec/0,false,61,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,add/1[long],false,66,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,org.apache.bookkeeper.bookie.BookieShell$SimpleTestCmd,SimpleTestCmd/0,true,867,0,1,1,0,1,1,7,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,0,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,org.apache.bookkeeper.bookie.BookieShell$SimpleTestCmd,getOptions/0,false,918,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,org.apache.bookkeeper.bookie.BookieShell$SimpleTestCmd,getDescription/0,false,908,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,org.apache.bookkeeper.bookie.BookieShell$SimpleTestCmd,runCmd/1[org.apache.bookkeeper.bookie.CommandLine],false,876,6,8,0,8,3,10,24,1,10,1,10,0,0,1,0,0,0,7,9,11,4,2,0,0,0,34,1,0,false
