file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,org.apache.bookkeeper.bookie.Bookie$Anonymous2,accept/1[long],false,275,0,0,0,0,2,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,org.apache.bookkeeper.bookie.Bookie$Anonymous3,process/1[org.apache.bookkeeper.bookie.WatchedEvent],false,450,2,1,0,1,6,8,20,0,0,1,8,0,0,0,0,1,0,3,1,1,0,2,0,0,0,24,1,3,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,org.apache.hedwig.zookeeper.SafeAsyncZKCallback$StatCallback,"safeProcessResult/4[int,java.lang.String,java.lang.Object,org.apache.hedwig.zookeeper.Stat]",false,36,1,1,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1025,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,org.apache.hedwig.zookeeper.SafeAsyncZKCallback$StatCallback,"processResult/4[int,java.lang.String,java.lang.Object,org.apache.hedwig.zookeeper.Stat]",false,28,3,2,0,2,2,2,8,0,0,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,11,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,org.apache.hedwig.server.regions.RegionManager$Anonymous1$Anonymous2$Anonymous3$Anonymous4,"operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]",false,110,2,12,0,12,2,4,4,0,0,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9,1,1,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,org.apache.hedwig.server.regions.RegionManager$Anonymous1$Anonymous2$Anonymous3$Anonymous4,"operationFinished/2[java.lang.Object,java.lang.Long]",false,102,1,3,0,3,2,4,4,0,0,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11,1,1,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,org.apache.bookkeeper.proto.TestProtoVersions,teardown/0,false,57,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,org.apache.bookkeeper.proto.TestProtoVersions,setup/0,false,51,2,2,0,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,org.apache.bookkeeper.proto.TestProtoVersions,"testVersion/2[int,int]",false,61,7,9,1,8,1,16,34,0,7,2,16,0,0,0,0,0,0,2,17,7,2,0,2,0,0,40,2,0,false
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,org.apache.bookkeeper.proto.TestProtoVersions,testVersions/0,false,107,2,1,0,1,1,1,6,0,0,0,1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,4,1,0,false
