file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperProtocol.java,org.apache.bookkeeper.proto.BookkeeperProtocol$AddResponseOrBuilder,interface,2,2,0,2,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,org.apache.bookkeeper.proto.BookieProtocol$AddResponse,innerclass,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DirectMemoryUtils.java,org.apache.bookkeeper.util.DirectMemoryUtils,class,2,4,2,2,3,1,0,10,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,19,2,0,0,1,0,3,0,4,0,4,2,0,0,0,48,1,1
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,org.apache.bookkeeper.client.RackawareEnsemblePlacementPolicy$DefaultResolver,innerclass,1,1,0,1,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,1,1,0,0,0,16,8,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/CounterImpl.java,org.apache.bookkeeper.stats.twitter.science.CounterImpl,class,2,4,2,2,7,1,0,9,0,0.35714287,0.0,0.0,7,0,6,1,0,0,6,0,0,1,2,0,0,2,0,0,0,0,0,28,1,0,0,0,0,1,2,2,1,2,0,0,0,0,25,1,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,org.apache.bookkeeper.bookie.BookieShell$SimpleTestCmd,innerclass,8,8,0,8,7,2,0,11,8,0.6,0.0,0.0,5,0,1,0,0,4,5,0,0,0,1,0,0,0,0,1,0,0,7,43,4,1,0,0,0,21,9,12,4,11,2,0,0,0,59,0,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,org.apache.bookkeeper.replication.AutoRecoveryMain$AutoRecoveryDeathWatcher,innerclass,5,5,0,5,6,4,0,6,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,23,0,1,0,1,0,1,0,2,1,2,2,0,0,0,16,10,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,org.apache.bookkeeper.zookeeper.ZooKeeperClient$ZkRetryRunnable,innerclass,5,5,0,5,4,1,0,2,1,0.5555556,0.0,0.0,3,0,1,0,0,2,3,1,0,0,3,0,0,0,0,3,3,0,0,17,0,0,1,0,0,0,0,3,0,3,1,0,0,0,19,1032,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,org.apache.bookkeeper.meta.LedgerManagerTestCase$MockLedgerStorage,innerclass,12,12,0,12,18,1,0,4,153,0.0,0.0,0.0,18,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,0,1,2,0,2,0,0,0,0,63,1,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestDataFormats.java,org.apache.bookkeeper.proto.TestDataFormats,class,5,15,10,5,4,1,0,4,3,0.6666667,0.0,0.0,3,2,2,1,0,0,3,0,0,0,3,3,2,1,0,0,2,0,1,75,1,0,0,0,0,7,1,4,1,5,0,1,1,0,58,17,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,org.apache.bookkeeper.client.BKException$BKMetadataVersionException,innerclass,1,1,0,1,1,4,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,org.apache.bookkeeper.meta.MSLedgerManagerFactory$MsLedgerManager$ReadLedgerMetadataTask$Anonymous1,anonymous,1,1,0,1,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,-1,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,org.apache.bookkeeper.meta.MSLedgerManagerFactory$AsyncSetProcessor,innerclass,4,4,0,4,4,1,0,5,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,36,1,0,2,0,0,0,1,4,0,4,1,1,0,0,60,10,0
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,org.apache.bookkeeper.benchmark.TestClient$FileClient,innerclass,1,1,0,1,4,1,0,11,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,4,0,0,0,0,4,4,0,4,35,2,1,0,1,2,2,3,9,4,9,3,0,0,0,29,8,2
/home/alessandro/ISW2/Projects/ISW2_Metrics_Proj/repos/bookkeeperClone/bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,org.apache.bookkeeper.zookeeper.ZooKeeperClient,class,31,64,30,34,58,2,8,37,40,0.8792271,0.0,0.0,45,2,39,2,2,2,43,0,0,1,23,2,0,22,0,1,23,0,18,903,29,0,10,1,0,17,2,46,0,46,1,29,2,0,124,1,3
